354 |  1481 |  8
52 |  1487 |  6
412 |  1494 |  4
357 |  1505 |  7
384 |  1505 |  10
214 |  1512 |  11
199 |  1514 |  7
36 |  1546 |  8
470 |  1548 |  13
239 |  1558 |  9
362 |  1573 |  6
80 |  1574 |  7
228 |  1594 |  6
374 |  1606 |  13
416 |  1608 |  6
324 |  1615 |  14
253 |  1618 |  8
233 |  1639 |  5
430 |  1642 |  6
122 |  1648 |  8
113 |  1657 |  12
301 |  1658 |  10
1 |  1660 |  10
436 |  1665 |  15
263 |  1666 |  8
359 |  1681 |  9
7 |  1683 |  6
25 |  1698 |  9
342 |  1699 |  6
349 |  1702 |  9
488 |  1709 |  4
223 |  1712 |  13
35 |  1721 |  5
365 |  1724 |  4
418 |  1730 |  13
338 |  1743 |  12
226 |  1744 |  9
376 |  1751 |  7
181 |  1752 |  8
23 |  1755 |  7
202 |  1758 |  4
157 |  1762 |  11
0 |  1764 |  8
153 |  1764 |  5
179 |  1769 |  14
148 |  1784 |  9
399 |  1785 |  14
343 |  1792 |  14
41 |  1795 |  9
216 |  1803 |  6
241 |  1811 |  17
454 |  1833 |  8
351 |  1840 |  5
404 |  1846 |  8
236 |  1849 |  11
394 |  1855 |  7
387 |  1857 |  15
466 |  1865 |  6
136 |  1870 |  7
391 |  1875 |  13
435 |  1886 |  8
38 |  1906 |  10
130 |  1921 |  14
172 |  1933 |  9
402 |  1944 |  12
120 |  1968 |  6
150 |  1969 |  8
220 |  1970 |  8
274 |  1971 |  9
312 |  1978 |  12
319 |  1979 |  10
337 |  1985 |  8
361 |  1990 |  5
141 |  1995 |  5
123 |  2000 |  7
299 |  2000 |  8
317 |  2001 |  9
393 |  2008 |  7
409 |  2025 |  9
385 |  2026 |  11
411 |  2026 |  6
272 |  2031 |  11
237 |  2039 |  16
259 |  2039 |  12
248 |  2064 |  10
65 |  2065 |  5
377 |  2079 |  9
124 |  2100 |  8
281 |  2102 |  5
477 |  2103 |  17
464 |  2111 |  9
490 |  2125 |  15
460 |  2138 |  6
326 |  2146 |  6
405 |  2156 |  7
101 |  2173 |  8
188 |  2181 |  7
463 |  2191 |  6
26 |  2208 |  6
356 |  2208 |  9
306 |  2211 |  12
449 |  2211 |  7
14 |  2216 |  9
45 |  2216 |  15
380 |  2216 |  6
308 |  2219 |  13
320 |  2222 |  10
408 |  2237 |  17
242 |  2247 |  13
249 |  2249 |  13
492 |  2255 |  8
485 |  2259 |  5
484 |  2263 |  8
452 |  2269 |  15
218 |  2270 |  19
196 |  2275 |  18
260 |  2275 |  12
451 |  2289 |  11
289 |  2290 |  12
316 |  2290 |  7
6 |  2300 |  16
128 |  2301 |  10
222 |  2306 |  7
187 |  2309 |  11
90 |  2310 |  5
328 |  2317 |  6
440 |  2318 |  15
333 |  2333 |  6
72 |  2335 |  17
18 |  2350 |  5
453 |  2350 |  13
192 |  2352 |  11
443 |  2361 |  12
341 |  2374 |  7
419 |  2378 |  8
121 |  2385 |  8
135 |  2402 |  13
273 |  2436 |  7
30 |  2439 |  10
378 |  2444 |  12
482 |  2444 |  6
367 |  2455 |  18
305 |  2461 |  9
13 |  2474 |  14
264 |  2488 |  10
74 |  2517 |  4
336 |  2533 |  6
499 |  2534 |  11
81 |  2540 |  12
184 |  2546 |  10
131 |  2553 |  5
19 |  2558 |  10
175 |  2576 |  6
42 |  2589 |  10
61 |  2607 |  13
176 |  2615 |  10
298 |  2618 |  7
99 |  2619 |  15
486 |  2632 |  9
51 |  2654 |  7
495 |  2666 |  14
22 |  2672 |  11
46 |  2672 |  9
66 |  2695 |  6
162 |  2696 |  11
431 |  2697 |  9
96 |  2699 |  19
109 |  2699 |  10
234 |  2707 |  12
473 |  2748 |  9
208 |  2763 |  5
339 |  2766 |  13
286 |  2768 |  7
290 |  2773 |  12
327 |  2776 |  14
352 |  2776 |  12
54 |  2777 |  11
410 |  2788 |  11
147 |  2791 |  7
207 |  2799 |  12
86 |  2806 |  24
200 |  2810 |  11
195 |  2817 |  13
428 |  2822 |  6
489 |  2824 |  10
213 |  2846 |  10
87 |  2854 |  17
12 |  2855 |  13
21 |  2855 |  10
446 |  2864 |  9
254 |  2867 |  9
373 |  2872 |  16
479 |  2877 |  12
444 |  2879 |  19
32 |  2892 |  8
100 |  2898 |  16
491 |  2914 |  9
346 |  2922 |  11
180 |  2933 |  8
381 |  2945 |  17
83 |  2958 |  9
386 |  2988 |  12
225 |  3010 |  10
230 |  3016 |  15
364 |  3021 |  16
429 |  3025 |  16
360 |  3028 |  11
142 |  3064 |  20
266 |  3065 |  20
224 |  3066 |  12
304 |  3072 |  12
355 |  3081 |  11
358 |  3088 |  17
270 |  3092 |  13
59 |  3103 |  7
325 |  3116 |  10
92 |  3119 |  12
407 |  3133 |  15
496 |  3135 |  18
275 |  3139 |  10
170 |  3144 |  15
252 |  3145 |  16
3 |  3153 |  8
4 |  3154 |  11
77 |  3165 |  17
288 |  3166 |  5
250 |  3177 |  13
372 |  3180 |  15
29 |  3182 |  18
318 |  3210 |  13
126 |  3219 |  16
205 |  3246 |  15
424 |  3251 |  19
62 |  3257 |  14
139 |  3263 |  11
215 |  3282 |  9
345 |  3294 |  11
183 |  3298 |  9
287 |  3309 |  11
79 |  3314 |  9
291 |  3325 |  6
15 |  3346 |  6
16 |  3365 |  9
11 |  3367 |  15
115 |  3382 |  11
34 |  3384 |  14
58 |  3414 |  15
398 |  3421 |  10
144 |  3429 |  11
323 |  3443 |  13
161 |  3449 |  12
397 |  3453 |  10
465 |  3453 |  18
194 |  3461 |  10
271 |  3463 |  16
82 |  3467 |  18
481 |  3505 |  19
297 |  3512 |  14
472 |  3528 |  9
119 |  3532 |  11
217 |  3542 |  10
246 |  3583 |  12
468 |  3594 |  11
238 |  3596 |  17
227 |  3598 |  20
457 |  3610 |  7
43 |  3623 |  14
303 |  3623 |  11
17 |  3625 |  15
458 |  3630 |  14
437 |  3634 |  17
300 |  3648 |  8
212 |  3650 |  15
330 |  3672 |  14
329 |  3684 |  12
432 |  3709 |  18
56 |  3731 |  12
251 |  3737 |  11
116 |  3775 |  16
71 |  3809 |  8
276 |  3846 |  10
206 |  3876 |  13
84 |  3891 |  21
396 |  3891 |  15
422 |  3895 |  18
243 |  3912 |  13
417 |  3927 |  11
44 |  3949 |  13
347 |  3957 |  18
140 |  3961 |  19
314 |  3976 |  15
348 |  4027 |  15
134 |  4029 |  20
67 |  4035 |  17
295 |  4041 |  9
498 |  4046 |  9
310 |  4055 |  15
240 |  4080 |  20
353 |  4139 |  12
64 |  4154 |  22
471 |  4171 |  16
98 |  4173 |  15
229 |  4177 |  20
369 |  4178 |  23
425 |  4197 |  17
177 |  4202 |  10
60 |  4213 |  21
462 |  4224 |  13
442 |  4231 |  22
28 |  4242 |  17
313 |  4250 |  18
467 |  4321 |  14
146 |  4401 |  18
368 |  4414 |  13
307 |  4417 |  21
456 |  4419 |  16
168 |  4437 |  16
221 |  4446 |  14
406 |  4477 |  20
475 |  4515 |  13
332 |  4535 |  16
445 |  4566 |  10
107 |  4576 |  18
55 |  4586 |  22
311 |  4627 |  21
400 |  4627 |  18
441 |  4650 |  20
478 |  4671 |  16
129 |  4677 |  13
455 |  4683 |  14
118 |  4701 |  9
182 |  4702 |  17
262 |  4715 |  20
112 |  4738 |  11
414 |  4747 |  15
50 |  4810 |  15
186 |  4813 |  13
279 |  4820 |  11
450 |  4825 |  19
68 |  4877 |  11
163 |  5005 |  11
383 |  5021 |  21
104 |  5081 |  14
145 |  5094 |  25
269 |  5198 |  13
185 |  5204 |  11
138 |  5241 |  16
293 |  5252 |  13
334 |  5291 |  18
92 |  71 |  2
365 |  79 |  1
247 |  84 |  1
91 |  131 |  1
84 |  133 |  2
136 |  163 |  1
457 |  163 |  1
123 |  291 |  2
31 |  305 |  4
149 |  367 |  2
94 |  372 |  1
51 |  436 |  5
301 |  452 |  3
263 |  457 |  4
486 |  491 |  5
468 |  498 |  5
389 |  502 |  3
383 |  518 |  6
412 |  521 |  3
481 |  533 |  6
474 |  547 |  1
96 |  548 |  3
23 |  563 |  4
195 |  568 |  4
57 |  569 |  2
116 |  570 |  6
188 |  582 |  3
183 |  593 |  6
76 |  605 |  11
402 |  615 |  1
326 |  619 |  4
219 |  622 |  3
420 |  625 |  3
24 |  627 |  6
431 |  628 |  4
73 |  630 |  5
463 |  637 |  5
410 |  654 |  3
230 |  681 |  6
90 |  683 |  7
8 |  690 |  4
235 |  690 |  3
11 |  699 |  4
425 |  701 |  3
130 |  725 |  3
491 |  743 |  4
48 |  771 |  5
305 |  778 |  4
40 |  779 |  10
34 |  803 |  4
308 |  803 |  6
315 |  824 |  2
72 |  832 |  8
359 |  836 |  3
272 |  842 |  7
267 |  844 |  3
86 |  846 |  5
449 |  849 |  3
256 |  876 |  4
28 |  884 |  4
85 |  904 |  6
158 |  907 |  7
347 |  922 |  6
12 |  928 |  4
216 |  950 |  7
438 |  952 |  3
488 |  953 |  2
18 |  957 |  6
480 |  959 |  2
196 |  977 |  14
221 |  989 |  10
384 |  993 |  10
61 |  1007 |  8
459 |  1015 |  10
395 |  1016 |  4
361 |  1018 |  7
393 |  1031 |  11
470 |  1048 |  5
6 |  1051 |  7
391 |  1059 |  3
35 |  1083 |  3
14 |  1090 |  5
102 |  1092 |  3
469 |  1094 |  4
13 |  1101 |  4
170 |  1103 |  4
185 |  1117 |  9
206 |  1131 |  7
441 |  1135 |  6
376 |  1160 |  5
56 |  1181 |  9
432 |  1184 |  5
127 |  1187 |  6
54 |  1193 |  13
121 |  1198 |  7
197 |  1201 |  7
105 |  1204 |  5
453 |  1204 |  4
97 |  1211 |  9
371 |  1223 |  7
329 |  1241 |  6
66 |  1242 |  8
378 |  1243 |  5
33 |  1280 |  8
394 |  1288 |  15
418 |  1290 |  3
80 |  1306 |  8
134 |  1311 |  6
238 |  1315 |  11
167 |  1316 |  14
352 |  1319 |  7
251 |  1340 |  6
88 |  1344 |  12
335 |  1368 |  4
357 |  1370 |  2
122 |  1379 |  8
140 |  1382 |  7
414 |  1382 |  10
203 |  1383 |  8
448 |  1397 |  9
214 |  1405 |  7
150 |  1408 |  8
245 |  1411 |  6
112 |  1412 |  9
144 |  1444 |  13
293 |  1452 |  10
497 |  1462 |  10
354 |  1470 |  7
325 |  1492 |  6
280 |  1494 |  6
194 |  1496 |  7
319 |  1499 |  11
445 |  1503 |  10
65 |  1511 |  5
156 |  1513 |  2
424 |  1513 |  5
0 |  1521 |  9
348 |  1521 |  6
355 |  1529 |  6
205 |  1531 |  8
139 |  1533 |  7
462 |  1548 |  9
186 |  1550 |  6
321 |  1567 |  7
311 |  1568 |  10
154 |  1582 |  5
323 |  1598 |  4
171 |  1602 |  6
137 |  1612 |  3
50 |  1613 |  10
52 |  1622 |  4
184 |  1624 |  11
135 |  1627 |  6
276 |  1629 |  12
199 |  1632 |  5
32 |  1633 |  9
358 |  1641 |  7
27 |  1655 |  6
440 |  1660 |  13
277 |  1673 |  11
324 |  1690 |  5
168 |  1704 |  7
176 |  1711 |  9
113 |  1720 |  9
327 |  1730 |  8
198 |  1733 |  3
340 |  1738 |  13
3 |  1741 |  13
406 |  1756 |  6
416 |  1757 |  7
2 |  1759 |  7
117 |  1763 |  3
330 |  1764 |  3
259 |  1766 |  12
372 |  1766 |  4
368 |  1779 |  10
385 |  1782 |  6
270 |  1792 |  7
162 |  1808 |  11
81 |  1820 |  5
366 |  1822 |  10
231 |  1823 |  15
37 |  1852 |  8
390 |  1860 |  9
451 |  1863 |  6
299 |  1866 |  6
106 |  1868 |  8
164 |  1873 |  5
337 |  1878 |  14
493 |  1885 |  8
233 |  1886 |  5
218 |  1892 |  3
187 |  1894 |  12
175 |  1902 |  10
396 |  1907 |  5
191 |  1910 |  9
388 |  1921 |  7
318 |  1936 |  6
279 |  1938 |  6
489 |  1941 |  7
300 |  1953 |  15
68 |  1962 |  7
419 |  1987 |  11
234 |  1992 |  9
313 |  1994 |  16
302 |  1995 |  5
59 |  1996 |  16
163 |  2007 |  5
446 |  2012 |  16
292 |  2023 |  7
103 |  2024 |  6
295 |  2028 |  12
220 |  2043 |  8
63 |  2045 |  6
141 |  2046 |  8
258 |  2082 |  13
232 |  2088 |  8
342 |  2093 |  13
180 |  2095 |  13
287 |  2145 |  11
461 |  2149 |  12
297 |  2155 |  5
148 |  2157 |  12
248 |  2157 |  4
240 |  2158 |  12
332 |  2158 |  10
38 |  2162 |  9
338 |  2170 |  11
110 |  2177 |  6
274 |  2177 |  3
310 |  2182 |  12
271 |  2195 |  12
339 |  2195 |  8
193 |  2212 |  15
458 |  2218 |  8
143 |  2223 |  9
381 |  2223 |  16
165 |  2242 |  4
472 |  2248 |  8
477 |  2263 |  16
379 |  2264 |  15
351 |  2271 |  10
213 |  2275 |  7
229 |  2276 |  7
417 |  2278 |  9
356 |  2288 |  10
401 |  2295 |  9
115 |  2327 |  12
190 |  2327 |  5
7 |  2331 |  8
128 |  2354 |  11
227 |  2373 |  10
120 |  2378 |  8
202 |  2379 |  16
405 |  2388 |  7
484 |  2389 |  7
262 |  2391 |  6
67 |  2395 |  15
479 |  2396 |  13
407 |  2399 |  8
174 |  2405 |  8
64 |  2418 |  15
99 |  2427 |  10
483 |  2434 |  15
157 |  2450 |  9
43 |  2455 |  7
236 |  2471 |  14
49 |  2473 |  13
133 |  2473 |  18
253 |  2496 |  9
349 |  2498 |  12
265 |  2512 |  14
291 |  2528 |  7
444 |  2531 |  14
494 |  2531 |  8
255 |  2535 |  13
294 |  2539 |  12
380 |  2541 |  9
69 |  2542 |  10
320 |  2548 |  14
370 |  2561 |  6
79 |  2564 |  15
403 |  2583 |  12
131 |  2616 |  8
423 |  2618 |  13
250 |  2620 |  6
201 |  2624 |  10
266 |  2629 |  11
278 |  2644 |  8
155 |  2658 |  12
17 |  2659 |  13
268 |  2662 |  7
269 |  2667 |  15
147 |  2673 |  16
316 |  2683 |  8
142 |  2691 |  12
284 |  2710 |  9
490 |  2732 |  10
475 |  2738 |  20
331 |  2764 |  18
222 |  2775 |  12
397 |  2780 |  9
336 |  2781 |  13
172 |  2787 |  12
177 |  2791 |  12
211 |  2792 |  5
60 |  2814 |  9
303 |  2815 |  10
275 |  2821 |  8
312 |  2849 |  20
132 |  2858 |  10
382 |  2870 |  19
71 |  2888 |  15
244 |  2890 |  7
161 |  2902 |  13
386 |  2907 |  16
173 |  2908 |  16
377 |  2910 |  9
20 |  2924 |  13
498 |  2929 |  17
30 |  2932 |  15
179 |  2945 |  9
254 |  2962 |  11
82 |  2967 |  9
478 |  2969 |  14
496 |  2969 |  21
285 |  2970 |  7
447 |  2973 |  12
350 |  2977 |  12
373 |  2977 |  9
101 |  2984 |  12
145 |  2987 |  9
243 |  3002 |  10
77 |  3013 |  15
159 |  3022 |  16
166 |  3055 |  18
261 |  3055 |  7
192 |  3061 |  17
160 |  3065 |  11
93 |  3069 |  8
29 |  3070 |  13
208 |  3078 |  12
495 |  3080 |  18
456 |  3085 |  13
181 |  3101 |  12
151 |  3122 |  11
153 |  3129 |  14
98 |  3142 |  14
10 |  3145 |  12
210 |  3145 |  10
19 |  3151 |  12
485 |  3152 |  15
464 |  3160 |  8
83 |  3176 |  12
58 |  3179 |  13
169 |  3190 |  12
87 |  3198 |  14
367 |  3208 |  15
237 |  3227 |  8
460 |  3263 |  14
260 |  3265 |  13
442 |  3289 |  12
467 |  3305 |  8
364 |  3309 |  21
225 |  3314 |  13
78 |  3315 |  8
286 |  3346 |  10
118 |  3355 |  14
25 |  3360 |  9
47 |  3362 |  20
22 |  3371 |  20
209 |  3374 |  7
411 |  3377 |  10
62 |  3385 |  11
455 |  3388 |  16
9 |  3398 |  11
200 |  3412 |  12
360 |  3425 |  11
74 |  3441 |  9
45 |  3455 |  12
89 |  3498 |  12
124 |  3510 |  18
257 |  3518 |  14
146 |  3520 |  12
109 |  3526 |  7
434 |  3530 |  8
399 |  3535 |  14
499 |  3537 |  9
466 |  3575 |  13
212 |  3583 |  11
492 |  3595 |  9
239 |  3604 |  12
39 |  3605 |  16
422 |  3626 |  13
426 |  3652 |  16
454 |  3656 |  11
55 |  3665 |  10
104 |  3672 |  11
264 |  3689 |  15
125 |  3690 |  11
427 |  3698 |  14
119 |  3701 |  9
362 |  3711 |  17
307 |  3716 |  13
26 |  3720 |  17
217 |  3729 |  11
471 |  3734 |  17
421 |  3738 |  17
400 |  3744 |  8
4 |  3754 |  18
298 |  3756 |  7
1 |  3776 |  15
204 |  3818 |  15
304 |  3826 |  11
100 |  3829 |  14
476 |  3840 |  20
182 |  3861 |  10
152 |  3867 |  15
16 |  3870 |  16
111 |  3885 |  21
273 |  3894 |  12
215 |  3895 |  13
345 |  3909 |  19
129 |  3912 |  17
296 |  3913 |  17
107 |  3914 |  18
288 |  3922 |  10
487 |  3929 |  19
36 |  3938 |  12
138 |  3951 |  20
353 |  3968 |  16
41 |  3979 |  14
473 |  3987 |  21
207 |  3995 |  12
429 |  4008 |  9
249 |  4044 |  14
430 |  4046 |  14
42 |  4047 |  19
226 |  4054 |  20
53 |  4056 |  18
334 |  4069 |  14
343 |  4083 |  14
333 |  4096 |  16
228 |  4097 |  13
70 |  4111 |  10
108 |  4121 |  21
465 |  4133 |  12
435 |  4169 |  17
387 |  4171 |  13
46 |  4177 |  16
281 |  4185 |  21
126 |  4203 |  14
178 |  4243 |  12
374 |  4244 |  19
363 |  4265 |  11
443 |  4266 |  16
290 |  4267 |  11
482 |  4289 |  23
341 |  4291 |  19
5 |  4294 |  10
433 |  4341 |  15
309 |  4375 |  17
252 |  4385 |  14
408 |  4388 |  13
398 |  4420 |  18
404 |  4428 |  10
428 |  4470 |  25
289 |  4522 |  24
306 |  4581 |  17
346 |  4594 |  12
415 |  4600 |  15
392 |  4603 |  24
223 |  4613 |  18
283 |  4616 |  18
328 |  4620 |  15
15 |  4622 |  14
436 |  4667 |  11
114 |  4689 |  10
242 |  4701 |  18
314 |  4704 |  14
409 |  4720 |  16
452 |  4773 |  14
437 |  4790 |  11
282 |  4842 |  23
369 |  4886 |  13
75 |  4896 |  9
241 |  4937 |  19
21 |  4959 |  23
450 |  4967 |  18
439 |  4983 |  25
95 |  5049 |  21
322 |  5072 |  18
224 |  5084 |  23
413 |  5164 |  16
344 |  5215 |  17
189 |  5258 |  19
375 |  5263 |  17
246 |  5398 |  18
317 |  5400 |  24
44 |  5475 |  17
